26,4,"Lately you've been getting a little lazy. ""Well， on the one hand I know I have to catch up with the others， but on the other， I can barely bring myself to study.” ",「最近／君はなりつつある・少し怠惰に」「えーっと／一方では／私はわかってます／自分が追いつかねばならないと／他の全員に／しかし／他方で／私はほとんどできません・自分自身をもっていくことが・勉強することへと」 ,「君は最近少し怠け癖がついてきているよ」「何て言うか，他のみんなに追いつかなくちゃいけないのはわかっているんですが，その一方でなかなか勉強する気になれなくて」   
27,4,According to the magazine article， the once flourishing insurance company went bankrupt as a consequence of a series of poor management decisions. ,その雑誌記事によれば／そのかつて繁盛していた保険会社は倒産した／結果として／一連のまずい経営（上の）決定の。 ,雑誌の記事によると，かつて成功を収めていたその保険会社は，度重なる経営上の判断ミスによって倒産に追い込まれたのだそうです。   
28,4,“To stay fit， I ride my bike to and from work.  What do you do to keep healthy?”  “Nothing in particular， but I use stairs instead of elevators.” ,「あり続けるために・健康で／私は乗っている・自分の自転車に／職場への行きと帰りに。何をあなたはしていますか？／あり続けるために・健康で」 「何も（していない）／特に／しかし／私は使っている・階段を／エレベーターの代わりに」 ,「僕は健康維持に自転車で通勤しているんだけど，君は健康のために何かしているかい？」「特に何もしてないけど，エレベーターには乗らず階段を使っているよ」 
29,5,At the exhibition of contemporary sculpture， Beth seemed excited; Pat appeared amazed; Jan looked fascinated.  As for myself， I was bored to death. ,その展示会で／現代彫刻の／ベスは様子だった・興奮している／そしてパットは様子だった・驚嘆した／そしてジャンは表情だった・魅了された。私はどうかというと／私は退屈していた／死ぬほど。 ,現代彫刻の展示会では，ベスは興奮した様子で，パットは驚嘆した様子，またジャンはうっとりとした表情をしていました。私はというと，退屈で死にそうでした。 
30,5,Heavily drunk， I mistook the contents of the glass for white wine and swallowed the thick liquid in one gulp. It tasted awful -- it was olive oil. ,ひどく酔っていて／私は間違えた・中身を／そのグラスの／白ワインと／そして飲み込んだ・その濃い液体を／ひと飲みに。それは味がした・ひどい／／それはオリーブ油だった。 ,ひどく酔っぱらっていた私はグラスの中身を白ワインと間違え，濃厚な液体をひと口に飲み干した。ひどい味だった。それはオリーブ油だった。   
31,5,At the academic conference， Dr. Adams of the XYZ Institute attributed changes in the climate to global warming and pollution of the atmosphere. ,その学問の会議で／アダムス博士は／ＸＹＺ研究所の／起因するとした・変化を／気候の／地球の温暖化に／そして汚染に／大気の。 ,ＸＹＺ研究所のアダムス博士は学会で，気候の変化は地球の温暖化と大気汚染が原因であると述べた。   
32,5,An anonymous informer provided Scotland Yard with the whereabouts of the criminals who were wanted for theft and armed robbery.  ,ある匿名の通報者が提供した・ロンドン警視庁に／居場所を／犯罪者達の／すなわちその人達は指名手配中であった／窃盗罪と武装した強盗罪（が理由）で。 ,匿名の通報者が，窃盗と武装強盗で指名手配中の犯人の居場所をロンドン警視庁に知らせてきた。   
33,5,“It's on fire!  Hurry up and put it out!” she yelled， but a delivery van， parked in the way， prevented the fire engine from passing through the alley. ,「それは火がついている！  急いで／そしてそれを消して！」／と彼女は叫んだ／しかし／一台の配達車が／駐車されていて／邪魔になった状態で／妨げた・その消防車を／通過することから／その路地を抜けて。 ,「火事よ！ 早く消して！」と彼女は叫んだ。しかし駐車中の荷物配達車が邪魔をして，消防車は路地を通り抜けることができなかった。   
34,5,I must confess that at first I was highly suspicious of the peculiar herbal remedy， but it cured me dramatically of my chronic sense of fatigue. ,私は告白しなければならない／次のことを／初めは／私はとても疑っていたことを／その奇妙な薬草の治療を／しかし／それは私から治した／劇的に／私の慢性的な感覚を／疲労の。 ,正直言いますと，私は最初その奇妙な薬草療法を信用していなかったのです。しかしそれによって慢性的な疲労感が劇的に治ったのです。   
35,5,In conclusion， let me offer you a piece of advice: Learn a whole phrase or sentence by heart rather than memorize each word separately from the context. ,締めくくりに／差し出しましょう・君達に・一つを／アドバイスの／／覚えて下さい・一つ全体の句もしくは（一つ）全体の文を／そらで／暗記するのではなく・それぞれの単語を／分離して／文脈から。 ,最後にみなさんに一つアドバイスをしましょう。単語を文脈から切り離して逐語的に暗記するのではなく，句や文全体を暗記して下さい。   
36,6,The biology teacher explained， “Generally speaking， female mammals do not lay eggs but give birth to babies and feed them breast milk.” ,その生物学の先生は説明した／「一般的に言えば／雌の哺乳動物は産まない・卵を／そうではなく／産む・赤ん坊を／そして与える・それらに・母乳を」 ,生物の先生は「一般的に言うと，雌の哺乳動物は卵を産まずに赤ん坊を生んで母乳を与えます」と説明した。   
37,6,“How I have longed to possess a jewel such as this.” “How gorgeous! Was it expensive?” “I got it for free. My fiance gave it to me as a token of his love.” ,「いかに／私はこれまで切望してきたことか／所有することを・宝石を／このような」「なんて豪華な！ それは高かったの？」「私はそれを手に入れた／ただで。私の婚約者がそれを与えた／私に／しるしとして／彼の愛の」,「このような宝石をずっと手に入れたかったの」「すごいゴージャスだね。高かった？」 「ただでもらったの。婚約者が愛の証しにってくれたのよ」   
38,6,A friend of mine found this instruction manual for me， but it has quite a few unfamiliar terms in it， so I got myself a reference book to look up their definitions. ,ある友人が／私の／見つけた・このマニュアルを／私のために／しかし／それは持っている・かなりの数の馴染みがない用語を／その中に／だから／私は手に入れた・自分自身に・一冊の参考図書を／調べるために・それらの定義を。 ,ある友人がこのマニュアルを私のためにと見つけてくれたのですが，見慣れない用語がかなり載っているので，それらの定義を調べるために自分で参考図書を手に入れました。   
39,6,I asked her a slightly personal question out of mere curiosity， but she took it as an implicit insult and became furious with me. ,私は尋ねた・彼女に・少し個人的な質問を／単なる好奇心から／しかし／彼女はそれを解釈した／暗にほのめかされた侮辱と（して）／そしてなった・激怒した状態に／私に対して。 ,単なる好奇心から彼女に少々個人的な質問をしたところ，彼女はそれを遠回しな侮辱と取って激怒してしまった。   
40,6,The grim-faced sergeant commanded in a voice of wrath， “Be alert!  It's a matter of life and death.  A moment's hesitation will cost you your life.” ,そのいかめしい顔をした軍曹は命令した／声で／激怒の／「機敏に行動しろ！ それは問題だ／生と死の。一瞬のためらいが犠牲にさせることとなる・お前に・お前の命を」 ,いかめしい顔をした軍曹は激怒した声で命じた。「機敏に行動しろ！ これは生死にかかわる問題だ。一瞬でもためらったらお前は命を失う」   
41,6,Kindergarten children were singing in chorus the joyful， lively song “I Wish You a Merry Christmas and a Happy New Year.” ,幼稚園の子供達は歌っていた／声をそろえて／（次の）楽しく陽気な歌を／「私はもたらされることを願っている・あなたに・楽しいクリスマスと幸福な新年が」（という）。 ,幼稚園児達が声をそろえ「あなたに楽しいクリスマスと幸福な新年が訪れますように」という楽しく陽気な歌を歌っていた。   
42,6,“I'm glad I've met a smart， sincere man at last!” “I'm afraid you have yet to meet Mr. Right. I find Bob shallow and dishonest. You are mistaken about him.” ,「私は嬉しい／私が出会ったことが・頭が良く誠実な男性に／ついに」「残念ながら／君はまだこれから出会わなければならない・理想の男性に。私はわかっている・ボブは・深みがなく不正直だと。君は間違っている／彼について」 ,「頭が良くて誠実な男性とやっと出会えてうれしいわ」「残念ながら理想の男性に出会うのはまだ先のことだね。ボブは薄っぺらで信用ならない男だ。君は彼に対する判断を誤っている」   
43,7,A relief fund was recently established for the victims of the quake that devastated the town and left numerous people homeless. ,救済基金が最近設立された／犠牲者のために／地震の／すなわちそれは破壊した・その町を／そして立ち去った・多数の人々を・ホームレスの（状態にして）。 ,町を破壊し多数の人々をホームレスにさせたその地震の犠牲者のために，最近，救済基金が設立されました。   
44,7,“First I married a dentist， and then I divorced him after six months， and now I'm engaged to a lawyer!” “I'll keep my fingers crossed.”,「一番最初／私は結婚した・歯科医と／そして次に／私は彼と離婚した／６ヶ月後に／そして今は／私は婚約している／弁護士と」「私はしておきます・私の指が・交差された状態に」,「最初，歯科医と結婚して，半年後に離婚したんだけど，今はね，弁護士と婚約しているのよ」「うまくいくことを祈ってるよ」   
45,7,“I'm sorry to keep you waiting.  I'll be there in half an hour.  I'll buy you lunch to make up for this.” “It's okay.  There's no hurry， so take your time.” ,「私はすまなく思う／させていて・あなたを・待っている状態に。私はそちらにいるようにします／半時間後に。私は買います・あなたに・昼食を／これの埋め合わせをするため」「それは問題ない。急ぐ必要はない／だから／取ってください・自分に必要な時間を」 ,「待たせてごめん。あと30分でそっちへ行くから。この埋め合わせに昼ご飯をおごるよ」「気にしなくていいよ。急がなくていいから，ゆっくり来て」   
46,7,The thermometer registered 96 degrees Fahrenheit. “I could use a cold beer，” muttered someone.  We had beads of sweat dripping from our foreheads. ,その温度計は表示していた・96度華氏を。「私は欲しい・一杯の冷たいビールが」／とつぶやいた・誰かが。我々は状態であった・玉が／汗の／したたり落ちている／我々の額から。 ,温度計は華氏96度を示していた。「冷たいビールが飲めたらなあ」と誰かが独り言を言った。我々の額からは汗の玉がしたたり落ちていた。  
47,7,I had practiced my Italian， so I thought I could communicate to some extent， but I couldn't make myself understood at all. ,私は（その時までずっと）練習をしていた・イタリア語を／だから／私は思っていた／自分は意思の伝達ができると／ある程度は／／しかし／私はさせることができなかった・自分の意思が・相手に理解されるように／全く。 ,私はイタリア語の練習を続けていたので，ある程度は言いたいことが伝えられると思っていたが，実際には全く理解してもらうことができなかった。   
48,7,He bowed， thanked me for sparing the time to visit， and said， “The place is a mess， but please take a seat and make yourself at home.” ,彼はお辞儀をして／私に感謝した／さいたことに対し・時間を／訪問するための／そして言った／「この場所は散らかった状態です／でも／どうぞ座って下さい／そして，させてください・自分自身を・くつろいだ状態に」 ,彼はお辞儀をし，私が時間をとって訪問したことに礼を述べ，そして言った。「散らかっておりますが，どうぞお座りになっておくつろぎください」   
49,7,“She really gets on my nerves!” He frowned. “Nobody could stop her from chattering.  She is， as it were， an eternal chatterbox that drives everybody crazy.”  ,「彼女は本当にさわる・私の神経に」。彼は顔をしかめた。「誰も彼女を阻止することはできないだろう／おしゃべりすることから」。彼女は／言うなれば／永久のおしゃべり箱だ／すなわちその人はさせる・全ての人間を・（いらだちで）頭がおかしくなるように」 ,「あの女は本当に神経にさわるんだ」。彼は顔をしかめた。「誰も彼女のおしゃべりを止められないだろう。あれは言うなれば，人の神経を逆なでする永遠のおしゃべり箱だ」   
50,8,I assigned the complex， challenging task to Greg. In light of his ample experience as a troubleshooter， I considered him to be the best suited to it. ,私は割り当てた・その複雑で困難な職務を／グレッグに。以下から見て・彼の豊富な経験（から）／紛争解決者としての／私は見なした・彼が・最も適格だと／それに対して。 ,私は複雑で困難なその職務をグレッグにやらせた。紛争解決における彼の豊富な経験から見て，私は彼がその仕事に最も適任だと考えたのだ。   
51,8,The prime minister announced， “The Commerce Act will enable domestic steel mills to compete on equal terms with their foreign counterparts.” ,首相は公に告げた／「この通商法は（今後）可能にする・国内の鉄鋼工場が・競争することを／等しい条件で／彼らの外国の相手方と」 ,首相は「この通商法によって，今後，国内の製鋼所は海外の製鋼所と同じ条件で競争ができるようになります」と告げた。   
52,8,“What was the outcome of the preliminary talks? Did you get them to agree to our plan?” “It was flatly rejected.  We couldn't convince them to accept it.” ,「どんなものだった？ 結果は／その準備の交渉の。君はさせたか？・彼らが・承諾するように／我々の計画に」「それはきっぱりと拒否された。我々は説得できなかった・彼らが・それを受け入れるように」 ,「予備交渉の結果はどうだった？  こちらの計画を承諾させたかい？」「にべもなく拒否されました。受け入れを説得することはできませんでした」   
53,8,After all， radical reformers tried in vain to persuade the conservative leadership to carry out bold health care reforms.,結局のところ／急進的な改革論者達は努力した／無駄に／説得しようと・保守的な指導部を・実行するように・大胆な医療改革を。 ,急進的な改革派は，保守的な指導部を説得して大胆な医療改革を行わせようとしたが，結局は失敗に終わった。   
54,8,They allow us to use their harbor on the condition that our cargo vessel transports up to five tons of their freight for each trip， free of charge. ,彼らは許可している・我々が・使うことを・彼らの港を／条件で／以下の・我々の貨物船が運搬するという・最大で５トンを／彼らの貨物の／各出航に対して／無料で。 ,出航する度に彼らの貨物を最大５トンまで無料で運ぶという条件の下，彼らは我々に港の使用を許可している。   
55,8,Chocolate， chewing gum， and batteries are usually on sale beside checkout counters to encourage shoppers to buy them on impulse. ,チョコレートとチューインガムと電池はたいてい売られている／そばで・精算カウンターの（そばで）／後押しするために・買い物客が・それらを買うことを／衝動的に。 ,チョコレート，ガム，電池は客の衝動買いを誘うためにレジのそばで売られている。   
56,8,The Education Ministry called on high schools to place more emphasis on listening comprehension and conversational skills in English. ,教育省は求めた・高等学校が・置くことを・より多くの重点を／聴き取り理解に／そして会話の技能に／英語での。 ,文部省は高等学校に対して，英語の聴き取りと会話の技能により重点を置くよう要請した。   
57,9,The lung cancer had spread to other organs.  He was just given injections and medicines in order to help him cope with his aches and pains. ,肺ガンは（その時までに）すでに広がっていた／他の器官に。彼はただ与えられていた・注射と薬を／手助けする目的で・彼が・対処するのを・彼のうずきと痛みに。 ,肺ガンはすでに他の臓器にまで広がっていた。彼はうずきと痛みに対処するために注射と薬を投与されていただけだった。  
58,9,His mansion is furnished with many pieces of exquisite furniture， and every other week， his servant polishes them to make them shine. ,彼の大邸宅には備え付けられている／たくさんの点数が／実にみごとな家具の／そして二週間に一度／彼の使用人はそれらを磨いている／させるために・それらが・照り輝くように。 ,彼の大邸宅にはたくさんの最高級家具が備え付けてあり，それらがピカピカに輝くように使用人が二週間に一度の割合で磨いている。   
59,9,The imaginative kids made believe they were shrewd private detectives and they searched the vacant building for clues to solve the imaginary mystery.  ,その想像力豊かな子供達はふりをした／自分達が明敏な私立探偵だという／そして／彼らは捜した・その空っぽの建物を／手がかりを求めて／解決するための・その架空のミステリーを。 ,想像力豊かなその子供達は探偵ごっこを行い，架空のミステリーを解く手がかりを求めてその空き屋を捜索した。   
60,9,There's a small crack in the roof of the tool shed and it leaks， so I'm going to have my husband mend it before the rainy season sets in.,あります・小さなひび割れが／屋根に／物置小屋の／そして屋根は雨を漏らしている／だから／私はさせるつもりだ・夫が・それを修理するように／前に・梅雨が始まる（前に）。,物置小屋の屋根が雨漏りするので，梅雨が始まる前に主人に修理してもらおうと思って います。   
61,9,“Ted doesn't let me work part-time， nor does he permit me to go out by myself on his days off.” “It sounds as if you are living in the feudal era.” ,「テッドはさせてくれない・私が・働くのを／パートタイムで／また（ない）・ 彼が許可することも・私が・外出するのを／私一人で／彼の休みの日に」「それは聞こえる／まるであなたが暮らしているかのように／封建制度の時代に」 ,「テッドは私にアルバイトをさせてくれないし，彼が休みの日に私が一人で外出することも許可しないの」「まるで封建時代に暮らしているみたいだね」   
62,9,A big， intimidating man turned up and then grasped me by the lapels.  “I'll make you pay even if you don't want to.”  I had no choice but to obey him. ,一人の大きくて人を怯えさせるような男が現れた／そして次に私をつかんだ／襟元をとっかかりにして。「私は（強制的に）させるつもりだ・お前が・支払うように／たとえお前が望まなくても（支払うことを）」。私は選択肢がなかった／彼に従うこと以外に。 ,威圧的な大男が現れて私の襟元をつかんだ。「たとえ払いたくなくても俺がお前にそうさせてやるさ」。私は言うことに従うしかなかった。   
63,9,“How much does it cost to have a flat tire repaired?” “As far as I can remember， it costs at least 10 pounds. You might want to fix it yourself.”  ,「いくら／それはかかりますか／してもらうことは・パンクしたタイヤが・修理されるように」「範囲では・私が記憶している（範囲では）／それはかかります・少なくとも10ポンド。君は望むかもしれませんよ・それを修理することを／自分自身で」 ,「パンクを修理してもらうといくらかかるのですか？」「私の記憶では，少なくとも10ポンドはかかる。自分で修理した方がいいかもね」  
64,10,Uncle Bob's drugstore was broken into last month， so he took precautions: he had a burglar alarm and a surveillance camera installed. ,ボブおじさんのドラッグストアは押し入られた／先月／それで／彼は取った・予防措置を／／彼はしてもらった・ 強盗（を知らせる）警報器と監視カメラが・設置されるように。 ,ボブおじさんのドラッグストアに先月強盗が入った。そこでおじさんは，防犯ブザーと監視カメラを設置するという対応策を取った。   
65,10,If we are to get our recycling project accepted by manufacturing firms， we need to get many more people to take part in our nationwide campaign. ,もし我々がさせようとするのなら・我々のリサイクル計画が・受け入れられるように／製造を行う会社によって／／我々は必要だ／させることが・もっと多くの人々が・参加するように・我々の全国規模の組織的活動に。 ,我々のリサイクル計画を製造業者に受け入れさせるためには，我々の全国運動にもっと 多くの人々を参加させる必要があります。   
66,10,Dr. Gold holds her fellow professor in contempt; I have heard her say at times， “He may be something of a celebrity but he is not much of a scholar.” ,ゴールド博士は（心に）抱いている・自分の同僚の教授を／軽蔑の状態にして／／私はこれまでに耳にしている・彼女が・言うのを／時々／「彼はちょっとしたものかもしれない・有名人の／しかし／彼はたいしたものではない・学者の」と。 ,ゴールド博士は同僚の教授を軽蔑しています。私は彼女がこんなふうに言うのを何度か耳にしています。「あの人はちょっとした有名人かもしれないけど，たいした学者じゃないわ」   
67,10,To my horror， I saw a toddler slip and fall off the edge of the vertical cliff， and to my great relief， it was but a dream. ,私がぞっとしたことに／私は目にした・よちよち歩きの子供が・足を滑らすのを／そして落ちるのを／縁から／垂直の崖の／そして／私が大きく安堵したことに／それは単なる夢だった。 ,驚愕したことに，私はよちよち歩きの子供が足を滑らせて断崖絶壁から落ちるのを目にした。そしてそれが単なる夢であったことにほっと胸をなで下ろした。   
68,10,“As a child，” he mused， “I derived great pleasure from watching bullet trains come and go against the background of Mt. Fuji.” ,「子供の頃」／彼は思いにふけった／「私は得ていた・大きな喜びを／じっと見ることから・ 新幹線が・やって来て離れていくのを／背景にして／富士山を」 ,「子供の頃...」と彼は思いをめぐらした。「僕は新幹線が富士山を背にして行ったり来たりするのを見ているのがとても嬉しかったんです」   
69,10,I saw a drunken Rick swearing and cursing. He appeared to have stumbled on a curb and hit his forehead and elbow against a trash can. ,私は目にした・酔っぱらったリックが・ののしり悪態をついているのを。彼は様子だった／（それ以前に）つまずいた／縁石で／そして打ちつけた・自分の額と肘を／ゴミ箱に対して。 ,私は酔っぱらったリックがひどく悪態をついているところを目にした。どうやら彼は歩道の縁石につまずいて額と肘をゴミ箱に打ちつけたようだった。  
